name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction,whatsapp_number
dr.consulta,"Av. José Pinheiro Borges, s/n - Cidade Antônio Estêvão de Carvalho, São Paulo - SP, 08220-900",drconsulta.com,(11) 4090-1510,,3.6,No,No,No,Centro médico, · Abre às 07:00,None Found,551140901510
dr.consulta,"Av. José Pinheiro Borges, s/n - Cidade Antônio Estêvão de Carvalho, São Paulo - SP, 08220-900",drconsulta.com,(11) 4090-1510,,3.6,No,No,No,Centro médico, · Abre às 07:00,None Found,551140901510
Diniz Odontologia,"edifício JM600 - Av. João Manoel, 600 - sala 309 - Center Ville, Arujá - SP, 07400-610",,(11) 99675-4153,,4.8,No,No,No,Dentista, · Abre às 09:00,None Found,5511996754153
Consultório Odontológico Dra. Kelen Santos Ferraz,"R. Vanderlei Nasser do Prado, 149 - Center Ville, Arujá - SP, 07401-120",,(11) 4655-0097,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,551146550097
Clínica Holly,"Estr. de Santa Isabel, 965 B - Sala 27 - 1 andar - Caputera, Arujá - SP, 07434-100",instagram.com,(11) 95319-8144,,5.0,No,No,No,Dentista,Fechado · Abre às 09:00,None Found,5511953198144
Siqueira Odontologia - Dra Camila Passos,"R. Venceslau Braz, 335 - Jardim Rincao, Arujá - SP, 07400-455",sites.google.com,(11) 2712-8108,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,551127128108
Dr. Darci Carvalho - Odontologia Integrada,"JM Office - Av. João Manoel, 600 - Sala 505, Bloco A - Center Ville, Arujá - SP, 07432-575",,(11) 96836-5438,,5.0,No,No,No,Clínica odontológica, · Abre às 08:30,None Found,5511968365438
Odonto Excellence Aruja,"R. Monteiro Lobato, 253 - Centro, Arujá - SP, 07400-555",odontoexcellence.com.br,(11) 94700-3460,,4.7,No,No,No,Clínica odontológica, · Abre às 08:30,None Found,5511947003460
Instituto Rosalia,"Rod. Alberto Hinoto, 1201 - 07434-100 1 andar sala 105 - Caputera, Arujá - SP, 07434-100",,(11) 96308-2557,,5.0,No,No,No,Clínica odontológica, · Abre às 08:00,None Found,5511963082557
Dra. Helen Cristina Dentista 24 horas em Aruja urgência emergência clinica implante dentário prótese dentaduras odonto,"JM 600 - TORRE A, SALA 810, Av. João Manoel, 600 C - 8° Andar - Centro, Arujá - SP, 07400-610",instagram.com,(11) 97638-6883,,5.0,No,No,No,Clínica odontológica,,None Found,5511976386883
Arujadonto,"Av. João Manoel, 600 - sala 306 torre A - Center Ville, Arujá - SP, 07400-610",instagram.com,(11) 4569-2543,,4.9,No,No,No,Dentista,,None Found,551145692543
Poa Odontologia Dr.Almir Feitosa - Cirurgião Dentista em Arujá,"Av. Marechal Castelo Branco, 138 - Centro, Arujá - SP, 07400-445",poaodontologia.com,(11) 4655-4191,,5.0,No,No,No,Dentista, · Abre às 10:00,None Found,551146554191
Dra. Fernanda Bernardi | Dentista em Arujá,"Torre A, Av. João Manoel, 600 - Sala 1201 - Centro, Arujá - SP, 07400-610",drafernandabernardi.com.br,(11) 94241-0358,,4.9,No,No,No,Dentista, · Abre às 09:00,None Found,5511942410358
Odontologia Arujá | Ana Carolina G M Lopes e Carlos Felipe Bonacina,"Lagos Boulevard - Rod. Alberto Hinoto, 1201 - 1° Andar, Sala 119 - Caputera, Arujá - SP, 07435-180",,(11) 4655-4377,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,551146554377
Dra.Gabriela Mendes Odontologia & Estética Facial,"Rua Washington Luiz Pereira de Souza, 82 Jardim Rincão - Centro, Arujá - SP, 07432-575",bio.site,(11) 99871-1165,,4.8,No,No,No,Dentista, · Abre às 09:00,None Found,5511998711165
Dra Bruna Ferrari - Clínica Odontológica Especializada,"Av. dos Expedicionários, 425 - Centro, Arujá - SP, 07400-460",,(11) 4653-0094,,4.1,No,No,No,Dentista, · Abre às 08:00,None Found,551146530094
Clínica odontológica,"R. Carime Buissa, 251 A - Vila Pilar, Arujá - SP, 07401-730",facebook.com,(11) 97239-6696,,4.9,No,No,No,Dentista, · Abre às 09:00,None Found,5511972396696
Consultório Dent'Smile Arujá,"Terminal Rodoviário de Arujá - Av. João Manoel, 150 - Box 41 - Jardim Modelo, Arujá - SP, 07432-575",instagram.com,(11) 91054-1426,,4.8,No,No,No,Dentista, · Abre às 09:00,None Found,5511910541426
Sorridents Clínicas Odontológicas Centro Arujá,"R. Raposo Taváres, 55 - Centro, Arujá - SP, 07402-120",sorridents.com.br,(11) 4652-2424,,4.3,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,551146522424
Dra. Talita Sena,"Av. João Manoel, 600 - Sala 304 bloco B - Vila Pedroso, Arujá - SP, 07432-575",instagram.com,(11) 95459-8859,,4.9,No,No,No,Cirurgião dentista, · Abre às 09:00,None Found,5511954598859
Consultório Dra. Danielly Teixeira,"Av. dos Expedicionários, 420 - sala 07 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 95147-4765,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511951474765
Odonto Excellence Aruja,"R. Monteiro Lobato, 253 - Centro, Arujá - SP, 07400-555",odontoexcellence.com.br,(11) 94700-3460,,4.7,No,No,No,Clínica odontológica, · Abre às 08:30,None Found,5511947003460
B.Blanc Odontologia,"Av. dos Expedicionários, 296 - Jardim Rincao, Arujá - SP, 07400-460",,(11) 97466-1340,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,5511974661340
Clínica Venâncio,"Av. dos Expedicionários, 1551 - vila riman - Aruja - Vila Riman, Arujá - SP, 07401-370",clinicavenancio.com.br,(11) 99011-2188,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511990112188
Siqueira Odontologia - Dra Camila Passos,"R. Venceslau Braz, 335 - Jardim Rincao, Arujá - SP, 07400-455",sites.google.com,(11) 2712-8108,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,551127128108
Clínica Odontológica Dra. Alice Bastos,"Rod. Alberto Hinoto, no 2360 - loja 01 - Jardim Caputera, Arujá - SP, 07435-180",,(11) 99171-3408,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511991713408
Basso Odontologia,"R. Piauí, 35 - Sala 3 - Vila Lima II, Arujá - SP, 07402-085",,(11) 97341-8612,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511973418612
Clínica Passos,"R. Borba Gato - vila lima, Arujá - SP, 07402-125",,(11) 4653-1183,,3.1,No,No,No,Dentista, · Abre às 09:00,None Found,551146531183
Dental 911 aruja,"Av. João Manoel, 600 - Sala 911 A - Center Ville, Arujá - SP, 07432-575",,(11) 95600-0911,,4.9,No,No,No,Dentista,,None Found,5511956000911
Odontowal | Dentista | Arujá,"Av. Amazonas, 106 - Centro, Arujá - SP, 07402-090",wa.link,(11) 95980-7000,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,5511959807000
JP Odontologia Integrada,"Av. Antonio Afonso de Lima, 220 - Sala 28 e 29 - Centro, Arujá - SP, 07400-530",,(11) 98162-0969,,4.2,No,No,No,Clínica odontológica, · Abre às 08:00,None Found,5511981620969
FABRÍCIO IMPLANTES ARUJÁ - Sede Própria II,"Rua General - R. Porfírio da Paz, 90 - Jardim Modelo, Arujá - SP, 07401-300",fabricioimplantes.com.br,(11) 94655-3000,,4.8,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511946553000
Clínica Holly,"Estr. de Santa Isabel, 965 B - Sala 27 - 1 andar - Caputera, Arujá - SP, 07434-100",instagram.com,(11) 95319-8144,,5.0,No,No,No,Dentista,Fechado · Abre às 09:00,None Found,5511953198144
Mitani Odontologia,"Av. dos Expedicionários, 955 - Jd. Flora Regina, Arujá - SP, 07400-490",,(11) 97833-8514,,4.0,No,No,No,Dentista, · Abre às 09:00,None Found,5511978338514
Clinica Akari,"R. Bahia, 423 - Jardim Planalto, Arujá - SP, 07402-170",,(11) 93499-0073,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511934990073
Clinica Odontológica (Fechado),"Estr. de Santa Isabel, 1201 - Caputera, Arujá - SP, 07435-180",,,,5.0,No,No,No,Dentista, · Abre às 08:30,None Found,
DENTISTA EM ARUJA E ITAQUAQUECETUBA DRA ELIANE HARUMI ITO,"Rua Rio das Pedras 124 - Itaquaquecetuba Av Expedicionarios 1056, sala 22 - Aruja, Itaquaquecetuba - SP, 07400-490",,(11) 98188-7500,,5.0,No,No,No,Dentista, · Abre às 09:00,None Found,5511981887500
Odontologia Estética - Espaço Rodolfo Oliveira,"R. Nossa Senhora de Lourdes, 348 - Nossa Sra. do Carmo, Arujá - SP, 07428-000",rodolfooliveira.com,(11) 94245-0118,,5.0,No,No,No,Clínica odontológica, · Abre às 08:00,None Found,5511942450118
Dra Thainá Ribeiro - Odontologia e Estética,"Av. Antonio Afonso de Lima, 217 - Boulevard Paralelo - Centro, Arujá - SP, 07400-530",,,,,No,No,No,Clínica odontológica,,None Found,
Cintia Barbieri Odontologia,"Rua José Basílio Alvarenga, 38 - Vila Flora Regina, Arujá - SP, 07432-575",instagram.com,(11) 3754-0525,,5.0,No,No,No,Dentista,Fechado · Abre às 09:00,None Found,551137540525
Corso e Fan Odontologia,"Rod. Alberto Hinoto, 1201 - Arujá Country Club, Arujá - SP, 07435-180",corsoefanodontologia.com.br,(11) 99445-8100,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511994458100
Odonto inovare,"R. Serra do Mar, 253 - Mirante, Arujá - SP, 07404-075",,(11) 97078-4369,,4.8,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511970784369
Consultório Odontológico,"Av. Antonio Afonso de Lima, Sala 03 700 - Centro, Arujá - SP, 07400-560",,(11) 4653-2027,,5.0,No,No,No,Dentista, · Abre às 08:30,None Found,551146532027
Dr Ronaldo Dentista,"Av. Antonio Afonso de Lima, 492 - Centro, Arujá - SP, 07400-560",,(11) 4655-2133,,4.4,No,No,No,Dentista, · Abre às 09:00,None Found,551146552133
Dra. Paloma Oliveira Odontologia – Dentista em Arujá,"Estr. de Santa Isabel, 965B - Sala 14 - 1° andar - Caputera, Arujá - SP, 07432-575",instagram.com,(11) 95876-8433,,5.0,No,No,No,Clínica odontológica, · Abre às 09:00,None Found,5511958768433
